Q,A,label
세종의 농업기술 서적 편찬은 농업 분야에 어떤 혁신을 가져왔나요?,"짐의 농업기술 편찬은 기존의 경작 방식과 농작물 관리 방법에 혁신을 가져왔으며, 효율적인 농업 기법과 신속한 정보 전달을 통해 농업 생산성을 크게 향상시켰다.",2
세종대에서 편찬된 다양한 편찬물 중에는 어떤 분야의 책들이 있었나요?,"역사서, 유교경서, 유교윤리와 의례, 중국의 법률 및 문학서, 정치귀감서, 훈민정음 · 음운 · 언역(힌트: 토속 문자 발표) 관계서, 지리서, 천문 · 역수서, 농서 등이 있었다네.",2
세종대에서 편찬된 편찬물은 어떤 목적으로 만들어졌나요?,"짐의 편찬사업은 문화적, 사상적 정리와 정치, 제도의 기반을 강화하기 위해 수행되었고 이 작업을 통해 문화 수준을 한 단계 높이는 것이 목적이었다.",2
세종이 편찬사업에 어떤 역할을 했나요?,"짐은 편찬사업의 주도자였으며, 특히 『자치통감훈의』의 편찬에는 짐이 직접 참여하였고 교정 작업까지 진행하였지.",2
세종의 편찬사업에 참여한 학자들은 어떤 역할을 했나요?,짐의 편찬사업에 참여한 학자들은 편찬물의 작성과 교정 등 다양한 역할을 담당하였다네.,2
『자치통감훈의』의 편찬에는 얼마나 많은 학자들이 참여했나요?,『자치통감훈의』의 편찬에는 거의 모든 학자들인 53인이 참여하여 3년에 걸쳐 이룩한 큰 사업이었다.,2
세종대의 편찬사업에서 왕의 역할은 무엇이었나요?,"편찬사업에서 짐은 편찬사업을 주도하고, 특히 편찬물의 교정 작업에 개인적으로 참여하였다. ",2
왕이 편찬사업에 어떤 역할을 했나요?,짐은 편찬사업을 계속하기 위해 경연을 중지하고 밤늦게까지 친히 교정 작업을 보았다. ,2
세종대의 편찬사업은 어떤 효과를 가져왔나요?,"짐의 편찬사업은 문화 수준을 높이고 문화적, 사상적 정리를 이루어냈으며 정치와 제도의 기반을 강화하는데 도움이 되었다네.",2
세종대의 편찬사업은 어떤 분야에 종합 정리하는 작업이었나요?,"짐의 편찬사업은 정치, 법률, 역사, 유교, 문학, 어학, 천문, 지리, 의약, 농업기술 등 다양한 분야에 걸친 종합 정리 작업이었지.",2
세종대의 편찬사업은 어떻게 이 시대의 문화 수준을 높였나요?,짐의 편찬사업은 다양한 분야의 편찬물을 제작하여 문화 수준을 한 단계 높이는 데 기여하였다네.,2
세종대의 편찬사업은 어떤 분야에서 문화 수준을 높이는 데 도움이 되었나요?,"짐의 편찬사업은 정치, 법률, 역사, 유교, 문학, 어학, 천문, 지리, 의약, 농업기술 등 다양한 분야에서 문화 수준을 높이는 데 도움이 되었다네.",2
세종대의 편찬사업은 어떤 정치적 효과를 가져왔나요?,짐의 편찬사업은 정치적인 기반을 강화하고 정치귀감서 등을 제작하여 정치에 도움이 되었다네.,2
세종대의 편찬사업은 어떤 제도의 기반을 강화하는 데 도움이 되었나요?,짐의 편찬사업은 다양한 분야의 편찬물을 제작하여 제도의 기반을 강화하는 데 도움이 되었다네.,2
왕이 편찬사업을 위해 중지한 일은 무엇이었나요?,짐이 편찬사업을 위해 경연을 중지하였지.,2
세종대의 편찬사업에서 집현전은 어떤 역할을 했나요?,편찬사업에서 집현전은 편찬사업을 담당하였고 이 곳은 편찬물 작성에 참여한 학자들이 소속된 기관이었지.,2
세종대의 편찬사업이 진행된 시기는 언제부터였나요?,짐의 편찬사업은 세종 10년대부터 본격적으로 진행되었다네.,2
세종대의 편찬사업은 어떤 방식으로 진행되었나요?,짐의 편찬사업은 다양한 분야의 편찬물을 내용별로 분류하여 작성되었다네.,2
세종대의 편찬사업에서 가장 큰 편찬사업은 무엇이었나요?,편찬사업에서 가장 큰 편찬사업은 『자치통감훈의』이라네.,2
세종대의 편찬사업에서 왕이 직접 참여한 예는 어떤 것이 있었나요?,편찬사업에서 짐이 직접 참여한 예는 『자치통감훈의』의 편찬과 교정 작업이라네.,2
《향약집성》과 《의방유취》는 어떤 편찬물인가요?,《향약집성》과 《의방유취》는 의약 관련 편찬물이지.,2
《향약집성》과 《의방유취》의 편찬 규모는 어떻게 되나요?,《향약집성》은 85권 30책으로 구성되어 있고 《의방유취》는 265권 264책으로 매우 방대한 편찬물이라네. ,2
《향약집성》과 《의방유취》는 어떤 목적으로 편찬되었나요?,《향약집성》과 《의방유취》는 질병의 효과적인 치료와 투약 기술을 정리하기 위해 편찬되었지. ,2
《향약집성》과 《의방유취》의 편찬사업은 어떤 의미를 갖고 있었나요?,《향약집성》과 《의방유취》의 편찬사업은 조선의 의약 수준을 한 단계 끌어올리는 획기적인 사업으로 평가된다고 하며 백성들의 질병 고통을 줄여주는 역할을 했었다네.,2
군주로서 선정을 베풀고자 하는 군주가 의약 관련 편찬사업에 관심을 갖게 된 이유는 무엇인가요?,당시 질병이 성행하여 백성들이 고통을 겪고 있었기 때문에 짐은 백성들의 고통을 덜어주기 위해 의약 관련 편찬사업에 관심을 갖게 되었다네.,2
《향약집성》과 《의방유취》의 편찬은 어떻게 조선의 의·약수준을 높이는 역할을 했나요?,《향약집성》과 《의방유취》의 편찬은 질병 치료와 투약 기술에 대한 지식을 체계적으로 정리하여 조선의 의·약수준을 한 단계 높이는 역할을 했지. ,2
《향약집성》과 《의방유취》의 편찬을 위해 어떤 노력이 필요했나요?,《향약집성》과 《의방유취》의 편찬을 위해서는 방대한 자료 수집과 편찬 작업을 위한 노력이 필요했다네.,2
《향약집성》과 《의방유취》의 편찬은 어떻게 진행되었나요?,《향약집성》과 《의방유취》의 편찬은 의약 관련 지식을 수집하고 정리하는 과정을 거쳐 진행되었지. ,2
《향약집성》과 《의방유취》의 편찬은 어떤 효과를 가져왔나요?,《향약집성》과 《의방유취》의 편찬은 백성들의 질병 고통을 덜어주는 역할을 하여 긍정적인 효과를 가져왔다네. ,2
《향약집성》과 《의방유취》의 편찬은 어떤 목적을 가지고 있었나요?,《향약집성》과 《의방유취》의 편찬은 질병 치료와 투약 기술을 효과적으로 정리하기 위한 목적을 가지고 있었다네. ,2
유교사회를 이루는데 크게 기여한 편찬물로는 무엇이 있나요?,≪삼강행실≫과 ≪효행록≫이 있지.,2
세종의 주도하에 편찬된 책에는 무엇이 있어?,"내용별로 분류하자면 역사서, 유교경서, 유교윤리와 의례, 중국의 법률 및 문학서, 정치귀감서, 훈민정음 · 음운 · 언역 관계서, 지리서, 천문 · 역수서, 농서 등으로 다양하고 방대하였고 그 예로 『자치통감훈의』의 편찬은 집현전의 학자뿐 아니라 53인이나 되는 거의 모든 학자들이 총동원되어 3년에 걸쳐 이룩한 큰 사업이었지.",2
세종 시대에 이뤄진 사업 하나를 소개해줘,세종 시대에는 다양하고 방대한 편찬사업이 그 시대의 문화수준을 높이는 데 기본이 되었지.,2
세종때 이루어진 편찬사업이 가지는 의미가 있어?,"편찬사업을 통해 문화적으로나 사상적으로 정리가 이루어졌고, 정치 · 제도의 기틀이 잡혀갔다네. ",2
세종 때 편찬사업은 주로 누구의 주도로 이뤄진거야?,"이 사업의 주도자는 세종대왕인 짐이고, 이 일을 담당한 것은 집현전과 여기에 소속된 학자들이었다네.",2
세종 때 이뤄진 편찬사업이 어떤 의미를 가져?,"편찬사업을 통해 문화적으로나 사상적으로 정리가 이루어졌고, 정치 · 제도의 기틀이 잡혀갔다네. ",2
세종때 이루어진 편찬사업이 어떤 의미를 가지는지 알고 싶어.,"편찬사업을 통해 문화적으로나 사상적으로 정리가 이루어졌고, 정치 · 제도의 기틀이 잡혀갔다네. ",2
세종때 이루어진 편찬사업이 어떤 의미를 가지는지 알려주세요.,"편찬사업을 통해 문화적으로나 사상적으로 정리가 이루어졌고, 정치 · 제도의 기틀이 잡혀갔다네. ",2
세종 때 이뤄진 편찬사업이 어떤 의미를 가지나요?,"편찬사업을 통해 문화적으로나 사상적으로 정리가 이루어졌고, 정치 · 제도의 기틀이 잡혀갔다네. ",2
세종때의 활발했던 편찬사업이 가지는 의미는?,"편찬사업을 통해 문화적으로나 사상적으로 정리가 이루어졌고, 정치 · 제도의 기틀이 잡혀갔다네. ",2
세종때 활발한 편찬사업이 어떤 의미를 가져?,"편찬사업을 통해 문화적으로나 사상적으로 정리가 이루어졌고, 정치 · 제도의 기틀이 잡혀갔다네. ",2
세종때 편찬된 책들의 종류를 말해줘,"역사서, 유교경서, 유교윤리와 의례, 중국의 법률 및 문학서, 정치귀감서, 훈민정음 · 음운 · 언역 관계서, 지리서, 천문 · 역수서, 농서 등으로 다양하고 방대하였다.",2
세종의 편찬사업의 의의를 알려줘,"정치 · 법률 · 역사 · 유교 · 문학 · 어학 · 천문 · 지리 · 의약 · 농업기술 등 각 분야에 걸쳐 종합 정리하는 사업으로, 이 작업을 통해 이 시대의 문화 수준을 한 단계 높은 수준으로 끌어올렸다.",2
세종이 편찬사업에 얼마나 기여했나요?,"정치 · 법률 · 역사 · 유교 · 문학 · 어학 · 천문 · 지리 · 의약 · 농업기술 등 각 분야에 걸쳐 종합 정리하는 사업으로, 이 작업을 통해 이 시대의 문화 수준을 한 단계 높은 수준으로 끌어올렸다.",2
세종때의 편찬사업이 어떤 의의를 가지나요?,"정치 · 법률 · 역사 · 유교 · 문학 · 어학 · 천문 · 지리 · 의약 · 농업기술 등 각 분야에 걸쳐 종합 정리하는 사업으로, 이 작업을 통해 이 시대의 문화 수준을 한 단계 높은 수준으로 끌어올렸다.",2
세종때 이루어진 편찬사업이 어떤 의의를 가져?,"정치 · 법률 · 역사 · 유교 · 문학 · 어학 · 천문 · 지리 · 의약 · 농업기술 등 각 분야에 걸쳐 종합 정리하는 사업으로, 이 작업을 통해 이 시대의 문화 수준을 한 단계 높은 수준으로 끌어올렸다.",2
세종때의 편찬사업이 가지는 의의가 뭐야?,"정치 · 법률 · 역사 · 유교 · 문학 · 어학 · 천문 · 지리 · 의약 · 농업기술 등 각 분야에 걸쳐 종합 정리하는 사업으로, 이 작업을 통해 이 시대의 문화 수준을 한 단계 높은 수준으로 끌어올렸다.",2
세종은 편찬사업에 얼마나 참여했나요?,세종때 이루어진 편찬사업은 대부분 짐의 의도에 따라 이루어졌고 제작 과정에 직접 참여하기도 했다. ,2
세종의 편찬사업에 얼마나 관여했나요?,세종때 이루어진 편찬사업은 대부분 짐의 의도에 따라 이루어졌고 제작 과정에 직접 참여하기도 했다. ,2
세종의 활발한 편찬사업에 얼마나 참여했나요?,짐은 편찬사업을 위해 계속 진행해왔던 경연까지 중지하고 밤늦게까지 친히 교정을 보았다.,2
세종대왕이 편찬 사업에 기여했나요?,세종때 이루어진 편찬사업은 대부분 짐의 의도에 따라 이루어졌고 제작 과정에 직접 참여하기도 했다. ,2
편찬사업 부흥 과정에서 세종의 참여도는?,세종때 이루어진 편찬사업은 대부분 짐의 의도에 따라 이루어졌고 제작 과정에 직접 참여하기도 했다. ,2
세종이 편찬사업에 얼마나 기여했나요?,세종때 이루어진 편찬사업은 대부분 짐의 의도에 따라 이루어졌고 제작 과정에 직접 참여하기도 했다. ,2
